EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,TotalWorkingYears,NumCompaniesWorked,DistanceFromHome,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,TrainingTimesLastYear,StockOptionLevel,Attrition
EMP0205,33,Male,Single,Sales,Manager,Marketing,4,15775,14,21,9,15,0,6,No,2,3,3,4,2,1,Yes
EMP0206,41,Female,Married,Sales,Manager,Technical Degree,4,12764,15,19,15,4,8,5,No,2,1,3,4,1,0,No
EMP0207,50,Male,Single,Research & Development,Research Director,Human Resources,3,18817,24,34,15,8,9,25,No,2,3,4,3,5,2,No
EMP0208,50,Male,Divorced,Sales,Sales Representative,Medical,5,6443,18,32,4,4,3,2,No,2,2,4,4,6,1,Yes
EMP0209,32,Female,Married,Sales,Sales Executive,Technical Degree,4,2530,21,2,2,14,5,13,Yes,3,3,2,3,4,0,Yes
EMP0210,32,Female,Married,Research & Development,Manufacturing Director,Technical Degree,5,1225,20,32,4,14,2,6,No,2,1,3,3,2,0,Yes
EMP0211,39,Female,Married,Research & Development,Research Director,Medical,5,6292,11,26,0,16,9,2,Yes,2,2,2,3,1,1,No
EMP0212,51,Female,Single,Research & Development,Research Scientist,Medical,4,16456,22,30,5,29,4,17,Yes,4,2,2,3,1,2,Yes
EMP0213,22,Male,Single,Sales,Sales Representative,Life Sciences,2,18137,19,32,13,4,0,20,No,1,2,4,4,6,0,No
EMP0214,26,Female,Divorced,Research & Development,Research Scientist,Technical Degree,3,2432,17,33,13,8,9,24,Yes,4,4,3,3,0,1,Yes
EMP0215,32,Female,Divorced,Research & Development,Research Scientist,Human Resources,4,9456,16,12,0,9,5,7,No,1,1,1,3,3,0,No
EMP0216,55,Female,Divorced,Sales,Manager,Marketing,5,10038,20,25,6,25,4,16,No,4,2,3,3,2,2,No
EMP0217,60,Female,Divorced,Sales,Sales Executive,Medical,1,8036,13,32,12,38,1,1,No,1,2,4,4,6,3,No
EMP0218,22,Male,Divorced,Sales,Sales Representative,Life Sciences,4,14137,14,39,16,4,8,7,No,1,2,4,3,2,0,No
EMP0219,32,Female,Single,Research & Development,Research Scientist,Other,1,6168,22,5,5,5,0,17,No,3,4,4,3,5,0,No
EMP0220,53,Female,Married,Research & Development,Manufacturing Director,Medical,5,7383,15,29,12,7,1,18,No,3,2,4,3,4,2,No
EMP0221,34,Female,Married,Research & Development,Manufacturing Director,Human Resources,4,8980,22,21,14,16,3,13,No,1,4,1,3,5,1,No
EMP0222,40,Female,Single,Research & Development,Research Scientist,Marketing,1,14081,13,21,2,22,9,29,No,2,4,3,3,2,1,No
EMP0223,33,Male,Single,Research & Development,Manufacturing Director,Medical,2,12675,18,9,3,15,0,18,Yes,1,4,1,3,6,2,Yes
EMP0224,54,Male,Divorced,Research & Development,Research Director,Marketing,4,8286,12,36,4,20,2,13,Yes,4,4,1,3,3,3,No
EMP0225,18,Male,Married,Research & Development,Research Director,Marketing,5,9518,17,11,11,0,6,16,Yes,3,4,3,3,1,2,No
EMP0226,35,Male,Single,Research & Development,Laboratory Technician,Other,3,8735,18,35,13,17,2,1,No,2,2,2,3,3,1,No
EMP0227,38,Female,Divorced,Research & Development,Manufacturing Director,Human Resources,1,14063,16,6,5,20,4,11,Yes,3,4,1,3,2,2,Yes
EMP0228,25,Male,Married,Research & Development,Laboratory Technician,Marketing,3,17735,23,31,14,7,2,5,No,4,3,4,3,5,2,No
EMP0229,54,Male,Single,Research & Development,Research Scientist,Marketing,2,11281,18,20,9,10,9,12,No,4,3,4,3,4,3,No
EMP0230,19,Female,Divorced,Sales,Sales Executive,Other,1,7909,12,10,10,1,8,13,Yes,1,4,1,3,6,0,No
EMP0231,23,Female,Single,Research & Development,Research Director,Medical,3,15530,18,40,4,5,5,28,Yes,2,1,1,3,6,3,No
EMP0232,53,Female,Divorced,Research & Development,Laboratory Technician,Other,5,15262,17,33,17,9,4,15,No,3,4,2,3,2,2,No
EMP0233,18,Female,Married,Research & Development,Laboratory Technician,Technical Degree,5,1281,17,31,15,0,5,18,No,4,3,2,3,1,3,Yes
EMP0234,59,Male,Married,Research & Development,Research Director,Life Sciences,4,8858,12,33,8,39,2,6,No,3,4,2,4,2,3,No
EMP0235,57,Male,Single,Research & Development,Manufacturing Director,Life Sciences,5,1734,14,11,3,26,0,5,No,2,4,1,3,3,2,Yes
EMP0236,49,Male,Married,Human Resources,HR Manager,Life Sciences,2,2845,11,17,12,15,6,9,Yes,4,2,2,4,6,0,Yes
EMP0237,46,Male,Married,Sales,Sales Executive,Other,1,18085,12,13,13,28,8,2,No,3,3,2,3,4,2,No
EMP0238,30,Male,Single,Research & Development,Research Scientist,Medical,4,11642,22,0,0,12,9,2,No,1,4,2,3,6,3,Yes
EMP0239,23,Male,Divorced,Sales,Sales Representative,Human Resources,3,2976,25,3,3,5,5,18,No,1,2,4,3,6,3,Yes
EMP0240,42,Female,Single,Research & Development,Laboratory Technician,Technical Degree,4,19327,24,18,17,4,4,15,No,2,2,3,3,6,1,No
EMP0241,46,Female,Married,Sales,Sales Representative,Life Sciences,5,13429,17,11,0,28,8,22,No,3,2,3,3,6,1,No
EMP0242,53,Female,Married,Sales,Sales Representative,Other,3,4628,14,6,6,2,1,7,No,1,2,2,4,3,0,No
EMP0243,42,Male,Married,Research & Development,Manufacturing Director,Medical,5,3331,16,0,0,24,6,24,No,1,4,1,3,6,0,Yes
EMP0244,20,Male,Single,Research & Development,Manufacturing Director,Human Resources,1,4325,12,14,14,2,6,18,No,2,2,2,3,5,2,No
EMP0245,45,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,5,12068,23,10,10,20,5,11,No,4,3,3,3,3,3,No
EMP0246,54,Female,Married,Research & Development,Research Director,Technical Degree,4,14020,16,0,0,17,3,8,No,1,2,3,3,6,0,No
EMP0247,50,Male,Single,Research & Development,Laboratory Technician,Technical Degree,3,6124,20,8,8,4,9,3,No,2,2,3,3,3,1,No
EMP0248,48,Male,Divorced,Sales,Manager,Other,3,2233,12,36,12,30,6,14,Yes,1,3,3,4,6,1,No
EMP0249,58,Male,Married,Research & Development,Research Director,Human Resources,1,11472,20,34,18,14,7,13,Yes,2,2,1,3,6,0,Yes
EMP0250,43,Male,Married,Sales,Sales Representative,Human Resources,1,18970,21,25,8,25,7,7,Yes,4,2,2,3,3,1,No
EMP0251,51,Female,Married,Sales,Sales Executive,Marketing,5,3944,15,7,7,22,0,21,No,3,2,3,3,6,1,No
EMP0252,46,Male,Single,Research & Development,Research Director,Medical,3,6120,18,5,3,1,1,23,No,2,2,3,3,2,3,Yes
EMP0253,52,Female,Divorced,Sales,Manager,Technical Degree,5,5640,11,1,1,0,9,7,No,1,3,2,3,2,3,Yes
EMP0254,60,Female,Single,Sales,Manager,Life Sciences,3,13674,14,14,12,35,1,18,No,1,3,4,4,1,3,No
EMP0255,19,Female,Married,Sales,Manager,Technical Degree,4,6153,11,1,1,1,4,17,No,3,3,2,4,6,2,No
EMP0256,19,Male,Single,Research & Development,Manufacturing Director,Marketing,4,5506,16,5,5,1,4,14,No,2,4,2,3,4,3,Yes
EMP0257,59,Male,Single,Sales,Manager,Marketing,5,5440,16,27,4,1,1,24,No,2,3,1,3,1,1,No
EMP0258,44,Female,Divorced,Human Resources,HR Manager,Other,3,5988,12,12,3,8,0,8,Yes,1,3,2,3,2,3,Yes
EMP0259,56,Male,Married,Research & Development,Manufacturing Director,Technical Degree,4,5515,14,10,6,11,3,8,Yes,4,1,3,4,6,0,No
EMP0260,46,Female,Married,Research & Development,Research Director,Medical,4,14275,19,2,2,2,0,27,No,4,1,1,3,1,3,No
EMP0261,51,Male,Married,Research & Development,Research Scientist,Technical Degree,4,10988,22,18,14,11,7,21,Yes,3,1,2,3,0,0,No
EMP0262,52,Female,Married,Sales,Sales Representative,Life Sciences,2,15875,22,37,6,5,2,23,No,1,3,3,3,5,0,Yes
EMP0263,46,Female,Divorced,Research & Development,Research Scientist,Human Resources,5,6248,22,24,17,26,2,5,No,2,3,2,3,6,0,No
EMP0264,46,Male,Single,Sales,Sales Executive,Medical,1,9302,17,0,0,5,7,19,No,4,1,4,3,3,3,No
EMP0265,18,Female,Divorced,Sales,Manager,Other,5,7812,20,3,3,0,9,22,Yes,3,1,2,4,6,2,No
EMP0266,21,Male,Divorced,Sales,Sales Executive,Marketing,5,19761,24,35,5,3,5,11,No,3,1,1,3,3,0,No
EMP0267,22,Male,Divorced,Sales,Sales Executive,Marketing,3,18279,18,26,16,4,8,21,Yes,2,1,1,3,0,2,Yes
EMP0268,38,Female,Single,Sales,Manager,Human Resources,5,17274,18,33,15,13,1,1,No,2,2,3,4,0,0,No
EMP0269,44,Female,Divorced,Research & Development,Manufacturing Director,Other,2,1379,11,40,6,21,5,18,No,3,1,3,3,6,0,Yes
EMP0270,54,Male,Single,Research & Development,Research Scientist,Marketing,3,16708,23,30,1,3,5,18,No,4,2,4,4,3,3,No
EMP0271,37,Male,Single,Research & Development,Manufacturing Director,Human Resources,3,12595,20,4,4,11,2,27,No,1,3,4,3,4,3,No
EMP0272,37,Male,Married,Research & Development,Manufacturing Director,Technical Degree,1,17296,14,15,11,19,0,12,No,3,2,3,3,6,0,No
EMP0273,48,Male,Married,Research & Development,Laboratory Technician,Technical Degree,5,11178,24,20,4,0,6,15,No,1,2,2,3,5,0,Yes
EMP0274,20,Female,Married,Research & Development,Research Scientist,Life Sciences,1,18067,16,19,0,2,4,10,No,3,2,3,3,4,3,No
EMP0275,28,Male,Single,Sales,Sales Executive,Human Resources,3,19010,18,20,8,8,5,20,Yes,3,2,2,3,4,0,Yes
EMP0276,21,Male,Married,Sales,Sales Executive,Technical Degree,2,15618,18,39,11,3,7,3,No,2,1,4,3,0,2,No
EMP0277,32,Female,Married,Sales,Manager,Technical Degree,2,11833,23,20,14,14,2,15,No,1,4,1,3,2,2,No
EMP0278,50,Male,Married,Sales,Manager,Human Resources,1,10908,16,34,14,32,6,16,No,4,2,2,3,0,1,No
EMP0279,45,Male,Single,Research & Development,Manufacturing Director,Other,1,19824,12,31,3,27,4,6,No,4,3,1,3,3,0,No
EMP0280,42,Male,Single,Research & Development,Research Scientist,Medical,5,1015,20,9,4,24,5,22,No,3,4,4,3,2,2,No
EMP0281,40,Female,Single,Human Resources,Human Resources,Marketing,1,13107,20,35,1,22,6,8,Yes,3,1,3,4,5,3,Yes
EMP0282,42,Male,Divorced,Research & Development,Research Director,Medical,4,5566,11,12,12,1,2,28,No,3,4,2,3,1,0,Yes
EMP0283,49,Male,Single,Research & Development,Laboratory Technician,Other,4,15952,20,38,13,31,2,8,No,4,4,4,3,3,0,No
EMP0284,33,Female,Divorced,Research & Development,Manufacturing Director,Human Resources,3,2105,22,2,2,15,2,3,No,3,1,4,4,5,2,No
EMP0285,51,Male,Married,Research & Development,Research Scientist,Other,1,18677,22,37,9,26,7,29,No,3,1,4,3,4,2,No
EMP0286,36,Female,Divorced,Sales,Sales Executive,Human Resources,3,3021,12,40,15,16,2,3,No,1,3,1,3,4,2,Yes
EMP0287,35,Male,Divorced,Sales,Sales Representative,Life Sciences,5,6730,23,37,4,17,7,8,No,3,2,3,3,1,0,No
EMP0288,27,Female,Married,Research & Development,Laboratory Technician,Technical Degree,2,15432,18,40,5,9,0,4,Yes,3,1,3,3,1,3,Yes
EMP0289,52,Female,Married,Sales,Manager,Marketing,2,18390,25,27,0,27,0,22,No,4,4,3,4,0,2,No
EMP0290,59,Female,Married,Research & Development,Manufacturing Director,Life Sciences,3,13826,12,29,7,26,0,1,No,2,3,2,3,6,0,Yes
EMP0291,24,Male,Divorced,Research & Development,Manufacturing Director,Marketing,3,7335,20,2,0,6,1,4,No,1,2,1,3,6,1,No
EMP0292,59,Male,Divorced,Research & Development,Laboratory Technician,Medical,3,10661,23,29,2,24,1,25,No,3,4,3,3,2,0,No
EMP0293,21,Male,Married,Sales,Sales Representative,Life Sciences,4,7584,21,39,12,3,3,14,Yes,4,1,2,3,4,0,No
EMP0294,24,Female,Married,Sales,Sales Executive,Life Sciences,4,5886,11,40,0,6,6,29,No,4,3,2,3,4,3,No
EMP0295,22,Female,Divorced,Research & Development,Research Scientist,Technical Degree,1,19596,19,34,11,4,1,21,No,3,4,1,3,2,2,No
EMP0296,36,Male,Married,Research & Development,Laboratory Technician,Other,2,10802,11,24,3,1,3,15,No,3,4,1,4,1,1,No
EMP0297,55,Male,Divorced,Sales,Sales Representative,Other,3,17382,12,34,14,33,0,26,No,1,1,3,3,3,1,No
EMP0298,52,Male,Single,Sales,Manager,Life Sciences,2,17029,24,1,1,29,0,21,No,1,2,2,3,2,0,Yes
EMP0299,55,Male,Married,Sales,Sales Executive,Human Resources,5,8236,16,4,4,2,8,19,No,4,3,1,4,1,1,No
EMP0300,39,Male,Married,Sales,Sales Representative,Medical,3,19143,23,10,10,1,9,21,Yes,1,2,1,3,3,1,No
EMP0301,23,Male,Divorced,Sales,Sales Executive,Other,5,10306,20,26,15,5,3,14,No,2,2,3,3,1,0,Yes
EMP0302,49,Female,Married,Research & Development,Research Scientist,Technical Degree,1,19284,11,15,6,7,3,21,Yes,1,3,2,3,2,1,No
EMP0303,48,Male,Single,Research & Development,Laboratory Technician,Other,3,10349,23,13,13,30,2,18,Yes,4,1,1,3,1,0,Yes
EMP0304,22,Female,Married,Research & Development,Research Director,Medical,3,8547,20,7,7,3,1,8,Yes,2,4,2,3,3,3,No
EMP0305,27,Female,Single,Sales,Manager,Technical Degree,3,5478,15,29,6,7,9,23,No,3,2,3,3,0,1,No
EMP0306,47,Male,Married,Research & Development,Manufacturing Director,Human Resources,2,6577,24,36,17,17,9,7,No,1,4,4,4,3,3,Yes
EMP0307,45,Male,Married,Research & Development,Laboratory Technician,Technical Degree,5,8296,17,37,4,27,8,16,No,1,4,1,3,0,3,No
EMP0308,24,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,4,8152,20,8,8,6,7,6,No,1,1,4,3,6,0,No
EMP0309,26,Male,Married,Research & Development,Research Director,Other,4,1053,20,40,2,5,9,9,No,3,1,3,3,4,1,No
EMP0310,39,Female,Single,Research & Development,Research Scientist,Life Sciences,4,12988,12,29,1,21,3,11,No,2,1,2,3,4,3,No
EMP0311,31,Female,Married,Research & Development,Laboratory Technician,Marketing,5,14867,22,17,1,13,1,27,Yes,3,4,4,3,3,2,No
EMP0312,22,Male,Single,Sales,Sales Representative,Technical Degree,2,10458,11,4,3,4,8,7,Yes,1,2,4,3,5,2,No
EMP0313,52,Female,Married,Research & Development,Research Director,Technical Degree,1,10561,20,12,2,29,5,21,Yes,2,3,4,3,3,3,Yes
EMP0314,26,Male,Married,Research & Development,Manufacturing Director,Medical,4,13195,13,18,1,8,8,6,Yes,3,4,2,3,2,1,Yes
EMP0315,25,Male,Married,Sales,Sales Representative,Marketing,3,7054,15,13,13,1,2,18,No,3,3,2,3,4,0,No
EMP0316,49,Female,Single,Research & Development,Research Director,Life Sciences,5,17635,13,21,9,19,7,4,No,3,2,4,3,0,0,Yes
EMP0317,57,Female,Single,Research & Development,Research Director,Marketing,1,7403,21,37,16,32,7,28,Yes,3,2,1,3,5,0,Yes
EMP0318,49,Female,Married,Research & Development,Research Scientist,Medical,4,13121,14,24,11,26,8,28,Yes,3,3,3,4,0,3,No
EMP0319,36,Female,Divorced,Sales,Manager,Technical Degree,2,3829,13,9,6,18,4,14,No,3,1,4,3,3,3,No
EMP0320,26,Female,Divorced,Sales,Sales Representative,Technical Degree,1,10904,21,37,9,7,4,5,No,4,2,1,3,2,3,No
EMP0321,36,Male,Single,Research & Development,Research Director,Life Sciences,3,17165,19,4,4,16,1,27,No,4,3,4,4,2,0,Yes
EMP0322,21,Male,Married,Sales,Sales Representative,Medical,1,9943,14,23,13,3,1,21,No,3,1,3,3,4,1,No
EMP0323,28,Female,Married,Research & Development,Manufacturing Director,Other,3,4149,16,34,18,6,7,12,No,2,1,2,3,3,1,Yes
EMP0324,50,Male,Married,Sales,Sales Executive,Technical Degree,1,4828,23,8,0,11,9,29,No,3,3,2,3,4,2,No
EMP0325,19,Male,Single,Research & Development,Research Scientist,Other,2,8433,17,19,4,1,7,25,Yes,1,4,1,3,6,0,Yes
EMP0326,60,Female,Single,Research & Development,Research Scientist,Marketing,1,3179,13,19,0,37,0,12,No,1,2,2,3,0,2,Yes
EMP0327,28,Male,Single,Research & Development,Laboratory Technician,Human Resources,1,18337,22,13,6,10,7,17,No,2,1,1,4,2,1,No
EMP0328,24,Female,Married,Sales,Sales Representative,Medical,5,8465,16,26,3,6,7,5,No,3,1,4,3,6,2,No
EMP0329,23,Female,Married,Research & Development,Research Scientist,Technical Degree,5,11232,16,28,7,0,7,29,No,3,4,2,4,5,1,No
EMP0330,49,Female,Divorced,Research & Development,Research Director,Other,1,4915,20,9,9,7,5,7,No,1,2,1,3,1,3,Yes
EMP0331,45,Female,Divorced,Research & Development,Manufacturing Director,Technical Degree,3,16600,14,38,12,1,7,9,No,3,2,4,3,3,1,Yes
EMP0332,21,Male,Single,Research & Development,Research Director,Technical Degree,5,11722,18,9,9,3,4,7,No,1,1,4,3,5,3,Yes
EMP0333,39,Male,Married,Research & Development,Research Scientist,Life Sciences,4,15758,13,20,12,21,4,28,No,1,1,2,3,5,3,Yes
EMP0334,42,Female,Divorced,Research & Development,Research Scientist,Human Resources,5,19759,21,30,15,18,6,19,No,2,1,4,3,4,2,Yes
EMP0335,19,Female,Married,Research & Development,Laboratory Technician,Other,5,1890,14,40,10,1,3,2,No,4,3,3,3,1,2,Yes
EMP0336,22,Female,Single,Research & Development,Research Scientist,Life Sciences,5,11695,16,2,2,4,9,16,No,4,4,3,3,0,3,No
EMP0337,54,Male,Divorced,Sales,Sales Representative,Other,2,12017,21,31,16,34,3,14,No,3,2,3,3,3,0,No
EMP0338,34,Female,Single,Sales,Manager,Human Resources,1,19955,24,6,6,16,1,26,No,1,4,4,3,5,2,No
EMP0339,45,Male,Married,Research & Development,Manufacturing Director,Technical Degree,3,17896,25,29,17,27,7,27,Yes,1,2,4,3,2,3,No
EMP0340,21,Female,Single,Research & Development,Manufacturing Director,Medical,2,10848,21,27,13,3,2,10,No,1,2,4,3,2,1,Yes
EMP0341,27,Female,Married,Sales,Sales Executive,Technical Degree,5,15300,19,27,1,2,4,26,Yes,3,2,1,3,5,1,No
EMP0342,49,Male,Married,Research & Development,Research Scientist,Human Resources,3,3092,19,26,11,31,8,19,No,1,4,2,3,0,2,No
EMP0343,33,Female,Divorced,Research & Development,Manufacturing Director,Other,4,8740,18,27,6,7,9,9,Yes,2,2,3,3,0,2,Yes
EMP0344,45,Female,Single,Research & Development,Laboratory Technician,Marketing,4,13059,22,19,0,7,4,13,No,1,1,2,3,5,2,No
EMP0345,33,Male,Married,Research & Development,Research Director,Marketing,3,3966,11,15,9,5,6,25,Yes,2,4,3,4,6,2,No
EMP0346,49,Female,Divorced,Research & Development,Research Director,Technical Degree,1,6263,21,16,16,31,0,25,Yes,4,3,4,3,5,1,No
EMP0347,59,Male,Divorced,Sales,Sales Representative,Marketing,3,19877,13,5,3,18,2,28,Yes,2,4,3,3,2,2,Yes
EMP0348,44,Female,Divorced,Research & Development,Research Director,Medical,1,1761,20,35,7,26,0,6,No,4,2,3,3,3,3,Yes
EMP0349,23,Male,Single,Research & Development,Laboratory Technician,Other,5,15268,17,29,15,5,6,16,Yes,2,2,3,3,1,1,Yes
EMP0350,36,Female,Single,Research & Development,Laboratory Technician,Technical Degree,2,1951,11,18,8,8,7,21,Yes,4,2,3,3,0,3,No
EMP0351,43,Female,Divorced,Research & Development,Research Director,Human Resources,3,3402,22,6,6,0,9,20,Yes,3,2,4,4,5,0,Yes
EMP0352,57,Female,Single,Research & Development,Research Director,Human Resources,1,6886,13,16,5,7,8,23,No,3,4,2,3,3,2,No
EMP0353,26,Female,Married,Research & Development,Manufacturing Director,Marketing,3,9651,25,33,10,3,8,5,No,2,3,4,3,6,3,Yes
EMP0354,21,Female,Married,Sales,Sales Executive,Medical,4,15309,16,7,7,3,2,28,Yes,3,4,4,3,0,0,No
EMP0355,29,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,5,19712,21,11,11,11,4,1,No,2,4,1,4,5,0,No
EMP0356,24,Male,Single,Research & Development,Laboratory Technician,Technical Degree,4,15887,22,40,8,6,5,15,No,1,3,1,3,5,1,No
EMP0357,59,Male,Divorced,Sales,Sales Executive,Human Resources,4,4041,17,25,8,9,6,6,Yes,4,1,1,4,6,2,Yes
EMP0358,49,Male,Married,Research & Development,Manufacturing Director,Other,1,13049,17,32,6,31,1,14,No,4,4,3,3,6,2,No
EMP0359,58,Female,Married,Research & Development,Research Scientist,Other,2,6090,13,31,16,19,7,26,No,1,3,4,3,2,1,No
EMP0360,51,Male,Single,Research & Development,Research Scientist,Human Resources,1,17742,12,27,13,11,8,25,Yes,3,3,3,3,0,3,No
EMP0361,43,Female,Married,Sales,Sales Representative,Human Resources,4,15752,21,39,8,25,4,20,No,2,2,2,3,6,0,No
EMP0362,18,Male,Divorced,Research & Development,Research Scientist,Technical Degree,4,14283,12,38,15,0,0,5,No,3,4,3,3,1,0,No
EMP0363,31,Male,Married,Research & Development,Laboratory Technician,Other,5,7264,22,5,5,13,2,6,No,2,4,4,3,5,3,No
EMP0364,46,Female,Divorced,Research & Development,Laboratory Technician,Technical Degree,1,11948,11,0,0,25,8,20,No,4,4,4,3,2,3,No
EMP0365,55,Male,Divorced,Research & Development,Research Director,Life Sciences,5,1632,21,27,18,28,7,4,No,1,3,4,4,4,2,No
EMP0366,19,Male,Married,Sales,Manager,Marketing,4,8614,24,32,7,1,6,24,No,3,4,2,4,3,2,No
EMP0367,28,Male,Divorced,Research & Development,Manufacturing Director,Technical Degree,2,6687,11,12,5,10,8,7,No,1,4,4,3,0,2,No
EMP0368,28,Male,Single,Sales,Manager,Marketing,4,4743,11,39,7,9,5,26,Yes,2,4,3,4,6,2,No
EMP0369,50,Male,Married,Research & Development,Research Scientist,Technical Degree,1,4478,13,39,3,28,3,28,No,1,1,2,3,2,2,No
EMP0370,49,Male,Divorced,Research & Development,Research Scientist,Marketing,3,5523,19,7,6,5,5,16,No,4,1,2,3,2,1,Yes
EMP0371,44,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,2,5530,23,27,13,5,0,25,No,4,3,1,3,5,0,No
EMP0372,43,Female,Single,Human Resources,Human Resources,Technical Degree,1,5955,15,36,1,22,8,23,No,3,4,4,4,6,2,Yes
EMP0373,35,Female,Married,Research & Development,Laboratory Technician,Other,2,18848,22,39,14,17,5,18,No,4,2,3,3,3,1,No
EMP0374,36,Female,Divorced,Sales,Manager,Marketing,2,1776,16,1,1,18,0,4,No,2,3,4,4,6,2,No
EMP0375,25,Male,Married,Sales,Manager,Marketing,5,1179,13,29,10,7,9,26,No,2,3,3,3,5,3,No
EMP0376,24,Female,Married,Research & Development,Laboratory Technician,Life Sciences,2,14958,19,26,2,6,5,3,Yes,4,2,4,3,5,3,No
EMP0377,43,Female,Married,Research & Development,Research Director,Other,4,14670,22,10,4,25,8,17,No,4,4,2,4,0,1,No
EMP0378,28,Male,Divorced,Research & Development,Manufacturing Director,Technical Degree,1,4969,18,23,18,9,4,12,No,2,1,3,3,2,0,Yes
EMP0379,55,Female,Single,Research & Development,Manufacturing Director,Medical,4,1077,23,7,7,30,7,19,No,1,4,4,3,2,3,No
EMP0380,56,Female,Married,Sales,Sales Executive,Other,4,5890,21,20,2,17,8,11,No,4,4,2,4,0,3,No
EMP0381,28,Male,Divorced,Research & Development,Manufacturing Director,Human Resources,1,7314,25,39,17,1,1,1,No,1,2,4,3,5,1,Yes
EMP0382,31,Female,Single,Sales,Manager,Human Resources,5,11508,17,25,18,5,8,1,Yes,1,3,4,3,2,2,Yes
EMP0383,24,Male,Single,Research & Development,Manufacturing Director,Marketing,1,6062,12,19,13,6,4,2,No,1,3,2,3,3,2,No
EMP0384,38,Male,Single,Sales,Sales Executive,Medical,5,8758,12,31,16,1,8,15,No,4,1,3,3,3,3,No
EMP0385,32,Female,Divorced,Research & Development,Research Scientist,Human Resources,1,9080,13,35,4,14,3,17,No,4,4,1,3,6,2,No
EMP0386,33,Female,Single,Research & Development,Research Director,Life Sciences,4,10487,21,10,0,15,5,13,Yes,4,3,3,3,6,1,No
EMP0387,36,Male,Married,Sales,Manager,Life Sciences,4,5038,22,8,8,17,4,11,No,4,2,3,4,6,3,No
EMP0388,38,Female,Single,Research & Development,Research Director,Other,2,1076,17,38,15,4,7,23,Yes,1,2,4,3,6,0,Yes
EMP0389,60,Female,Married,Research & Development,Research Scientist,Human Resources,3,13682,15,11,0,12,0,24,Yes,3,2,4,3,6,2,Yes
EMP0390,57,Male,Married,Research & Development,Laboratory Technician,Marketing,1,10208,14,31,6,4,2,16,Yes,4,1,3,3,4,1,No
EMP0391,22,Male,Divorced,Sales,Manager,Other,3,7295,16,1,1,4,0,21,No,4,1,4,3,6,3,Yes
EMP0392,51,Male,Divorced,Research & Development,Manufacturing Director,Medical,1,10116,11,26,17,27,9,29,No,1,4,2,3,6,1,No
EMP0393,33,Female,Single,Sales,Sales Representative,Other,1,1922,11,30,13,15,5,8,No,3,3,2,3,6,2,No
EMP0394,22,Male,Divorced,Research & Development,Research Director,Technical Degree,5,5099,15,5,1,4,7,2,No,4,3,1,3,0,3,Yes
EMP0395,21,Female,Married,Research & Development,Manufacturing Director,Life Sciences,5,14480,19,14,0,3,0,22,No,4,4,1,3,3,2,Yes
EMP0396,24,Male,Divorced,Sales,Manager,Medical,5,5137,13,40,16,6,0,5,Yes,4,4,4,3,0,2,No
EMP0397,59,Male,Single,Research & Development,Manufacturing Director,Technical Degree,3,12245,11,18,11,22,8,27,No,2,1,2,3,6,3,Yes
EMP0398,30,Male,Married,Research & Development,Laboratory Technician,Medical,4,16324,25,38,10,12,7,4,No,3,3,4,3,6,0,No
EMP0399,18,Female,Divorced,Research & Development,Laboratory Technician,Medical,2,16762,12,21,12,0,0,12,Yes,2,1,3,3,4,1,Yes
EMP0400,58,Male,Single,Research & Development,Manufacturing Director,Medical,2,10318,15,11,7,1,2,1,No,2,3,2,3,6,0,No
EMP0401,26,Female,Single,Research & Development,Research Scientist,Marketing,4,8878,19,23,11,8,3,5,No,4,1,1,3,1,3,No
EMP0402,45,Male,Divorced,Human Resources,Human Resources,Human Resources,2,18555,22,18,4,27,7,19,No,1,3,2,4,1,0,No
EMP0403,57,Female,Divorced,Sales,Manager,Human Resources,3,17346,25,33,14,13,6,19,Yes,3,4,4,3,5,0,Yes
EMP0404,30,Female,Single,Research & Development,Laboratory Technician,Marketing,4,13365,19,36,5,12,4,3,No,3,3,1,3,3,2,No
EMP0405,47,Female,Married,Research & Development,Manufacturing Director,Technical Degree,4,14409,25,23,15,18,1,9,No,4,1,2,3,2,0,No
EMP0406,50,Female,Single,Research & Development,Research Scientist,Life Sciences,1,3346,22,23,1,32,4,24,No,3,2,3,3,1,1,No
EMP0407,18,Female,Married,Research & Development,Manufacturing Director,Technical Degree,5,1398,14,30,16,0,3,24,No,2,4,2,3,3,3,Yes
EMP0408,23,Female,Divorced,Research & Development,Laboratory Technician,Technical Degree,2,15383,21,28,17,5,7,1,Yes,2,2,3,4,6,2,Yes
EMP0409,45,Female,Married,Research & Development,Research Director,Human Resources,1,19607,17,2,2,27,1,13,Yes,3,4,4,3,4,1,Yes
EMP0410,54,Male,Single,Human Resources,HR Manager,Life Sciences,5,6829,19,2,2,29,4,8,Yes,2,1,4,3,5,0,Yes
EMP0411,51,Female,Married,Sales,Sales Representative,Medical,1,5240,24,34,13,10,4,7,No,1,4,2,3,3,3,No
